Code,Name,ICAO,IATA,PositioningFlightPattern,CharterFlightPattern
SIL,Silver Airways,SIL,3M,,
SIM,Star Air,SIM,,,
SIO,Sirio,SIO,,,.*
SIP,Air Spirit,SIP,,,
SIR,Salair,SIR,,,
SIS,Saber Airlines,SIS,,,
SIT,SITA,SIT,XS,,
SIV,Slovenian Armed Forces,SIV,,,
SIW,Sirio Executive,SIW,,,
SIY,Aerosiyusa,SIY,,,
SIZ,Aero Silza,SIZ,,,
SJA,Servicios Aéreos Especiales De Jalisco,SJA,,,
SJC,Servicios Ejecutivos Continental,SJC,,,
SJD,Sino Jet,SJD,,,.*
SJE,Sunair 2001,SJE,,,.*
SJJ,Spirit Aviation,SJJ,,,
SJL,Servicios Especiales Del Pacifico Jalisco,SJL,,,
SJM,Sino Jet,SJM,,,.*
SJN,Air San Juan,SJN,,,
SJO,Spring Airlines Japan,SJO,IJ,,
SJT,Swiss Jet,SJT,,,
SJV,Super Air Jet,SJV,IU,,
SJX,STARLUX Airlines,SJX,JX,,
SJY,Sriwijaya Air,SJY,SJ,,
SKA,Rio Air Express,SKA,,,
SKC,Skymaster Airlines,SKC,,,
SKD,Sky Harbor Air Service,SKD,,,
SKE,Sky Tours,SKE,,,
SKF,Skycraft,SKF,,,
SKG,Skycraft Air Transport,SKG,,,
SKH,British Sky Broadcasting,SKH,,,
SKI,SkyKing Turks and Caicos Airways,SKI,RU,,
SKK,ASKY Airlines,SKK,KP,,
SKL,Skycharter (Malton),SKL,,,
SKM,Fayetteville Flying Service and Scheduled Skyways System,SKM,,,
SKN,Skyline Aviation Services,SKN,,,
SKO,Scottish Airways Flyers,SKO,,,
SKP,Skytrans Airlines,SKP,QN,,
SKQ,Labcorp,SKQ,,,
SKR,Skyscapes Air Charters,SKR,,,
SKS,Sky Service,SKS,,,
SKT,SkyStar Airways,SKT,XT,,
SKU,Sky Airline,SKU,H2,,
SKW,SkyWest Airlines,SKW,OO,,
SKX,Sky Airline Peru,SKX,H8,,
SKY,Skymark Airlines,SKY,BC,,
SKZ,Skyway Enterprises,SKZ,,,
SLA,Sierra National Airlines,SLA,,,
SLB,Slok Air,SLB,,,
SLD,Silver Air,SLD,,,
SLE,Streamline,SLE,,,
SLF,Starfly,SLF,,,
SLG,Saskatchewan Government,SLG,,,
SLH,Silverhawk Aviation,SLH,,,
SLI,Aeroméxico Connect,SLI,5D,,
SLK,SilkAir,SLK,MI,,
SLL,Slovak Airlines,SLL,6Q,,
SLM,Surinam Airways,SLM,PY,,
SLN,Sloane Aviation,SLN,,,
SLO,Edgartown Air,SLO,,,
SLP,Salpa Aviation,SLP,,,
SLQ,SkyLink Express,SLQ,,,
SLS,Servicios Aéreos Slainte,SLS,,,
SLU,Avio Sluzba,SLU,,,
SLV,Stella Aviation,SLV,,,
SLW,Salama Airlines Nigeria,SLW,,,
SLX,Sete Linhas Aéreas,SLX,,,
SLY,Sky Line for Air Services,SLY,,,
SLZ,Super Luza,SLZ,,,
SMA,SMA Airlines,SMA,,,
SMC,Sabang Merauke Raya Air Charter,SMC,,,
SMD,Servicios Aéreos La Marquesa,SMD,,,
SME,Smart Aviation Company,SME,,,.*
SMF,San Marino Executive Aviation,SMF,,,
SMG,RAF St Mawgan Search and Rescue,SMG,,,
SMH,Smithair,SMH,,,
SMI,Aero Sami,SMI,,,
SMJ,Avient Aviation,SMJ,Z3,,
SMK,Semeyavia,SMK,,,
SML,Smith Air (1976),SML,,,
SMM,Summit Airlines,SMM,,,
SMQ,Samar Air,SMQ,,,
SMR,Somon Air,SMR,SZ,,
SMS,Linhas Aéreas Santomenses,SMS,,,
SMT,Skyline,SMT,,,
SMU,Sanborn Map Company,SMU,,,
SMX,Alitalia Express,SMX,,,
SMY,Sama Airlines,SMY,ZS,,
SMZ,RAF Scampton,SMZ,,,
SNA,Senator Aviation Charter,SNA,,,
SNC,Air Cargo Carriers,SNC,2Q,,
SND,Air Samarkand,SND,,,
SNE,Servicios Aéreos De Nicaragua (SANSA),SNE,,,
SNF,Shans Air,SNF,,,
SNG,Longjiang Airlines,SNG,LT,,
SNH,Senair Services,SNH,,,
SNI,Savanah Airlines,SNI,,,
SNJ,Solaseed Air,SNJ,6J,,
SNK,Southeast Airlines (Sun Jet International),SNK,,,
SNL,Soonair Lines,SNL,,,
SNM,Servizi Aerei,SNM,,,
SNO,Delta Air Charter,SNO,,,
SNP,Sun Pacific International,SNP,,,
SNQ,Sun Quest Executive Air Charter,SNQ,,,
SNS,Societe Centrafricaine De Transport Aerien,SNS,,,
SNT,Suncoast Aviation,SNT,,,
SNU,Snunit Aviation,SNU,,,
SNV,Sudanese States Aviation,SNV,,,
SNW,Sun West Airlines,SNW,,,
SNX,Sun Air Aviation Services,SNX,,,
SNY,Air Sandy,SNY,,,
SOB,Stabo Freight,SOB,,,
SOC,Southern Cargo Air Lines,SOC,,,
SOD,Aerolíneas Sol,SOD,,,
SOE,Air Soleil,SOE,,,
SOH,Southern Ohio Aviation Sales,SOH,,,
SOI,Southern Aviation,SOI,,,
SOL,Solomon Airlines,SOL,IE,,
SOM,Somali Airlines,SOM,,,
SON,ACASS Ireland,SON,,,
SOO,Southern Air,SOO,9S,9\d\d\d,
SOP,Solinair,SOP,,,
SOR,Sonair Servico Aéreo,SOR,,,
SOT,Southeast Correct Craft,SOT,,,
SOU,Southern Airways,SOU,,,
SOW,Sowind Air,SOW,,,
SOX,Solid Air,SOX,,,
SOY,Island Aviation,SOY,,,
SOZ,Sat Airlines,SOZ,HZ,,
SPA,Sierra Pacific Airlines,SPA,,,
SPB,Springbok Classic Air,SPB,,,
SPC,Skyworld Airlines,SPC,,,
SPD,Sky Prime Aviation,SPD,UY,,
SPE,Sprague Electric Company,SPE,,,
SPF,Space World Airline,SPF,,,
SPG,Springdale Air Service,SPG,,,
SPH,Sapphire Executive Air,SPH,,,
SPI,South Pacific Island Airways,SPI,,,
SPJ,Air Service,SPJ,M3,,
SPK,Diamond Aviation,SPK,,,
SPL,Servicios Corporativos Aéreos De La Laguna,SPL,,,
SPM,Air Saint Pierre,SPM,PJ,,
SPN,Skorpion Air,SPN,,,
SPO,Aeroservicios Ejecutivos Del Pacifico,SPO,,,
SPP,Sapphire Aviation,SPP,,,
SPQ,Servicios Aéreos Palenque,SPQ,,,
SPR,Provincial Airlines,SPR,PB,,
SPS,SPASA,SPS,,,
SPT,Speed Aviation,SPT,,,
SPU,Southeast Airmotive,SPU,,,
SPV,Servicios Privados De Aviación,SPV,,,
SPW,Speedwings,SPW,,,
SPX,Service People Gesellschaft für Charter und Service,SPX,,,
SPY,Asian Aerospace Service,SPY,,,
SPZ,Airworld,SPZ,,,
SQA,Slovak National Aeroclub,SQA,,,
SQC,Singapore Airlines Cargo,SQC,SQ,,
SQF,Slovak Air Force,SQF,,,
SQL,Servicos De Alquiler,SQL,,,
SQP,SkyUp Airlines,SQP,,,
SQR,Alsaqer Aviation,SQR,,,
SRA,Sair Aviation,SRA,,,
SRC,Searca,SRC,,,
SRD,Search and Rescue 22,SRD,,,
SRE,Fly Jetstream Aviation,SRE,,,
SRF,Transportes Aéreos San Rafael,SRF,,,
SRG,Search and Rescue 202,SRG,,,
SRI,Air Safaris and Services,SRI,,,
SRJ,C Air Jet Airlines,SRJ,,,
SRL,Servicios Aeronáuticos Aero Personal,SRL,,,
SRN,SprintAir,SRN,,,
SRO,Servicios Aéreos Ejecutivos Saereo,SRO,,,
SRP,Polizeihubschauberstaffel Rheinland-Pfalz,SRP,,,
SRQ,Cebgo,SRQ,DG,,
SRR,Maersk Air Cargo,SRR,DJ,,
SRS,Selkirk Remote Sensing,SRS,,,
SRT,Trans Asian Airlines,SRT,,,
SRU,Star Up,SRU,,,
SRV,Aero Servicio Corporativo,SRV,,,
SRW,Sarit Airlines,SRW,,,
SRX,Sierra Expressway Airlines,SRX,,,
SRY,As-Aero,SRY,,,
SRZ,Strato Air Services,SRZ,,,
SSB,Sasair,SSB,,,
SSC,Southern Seaplane,SSC,,,
SSD,Star Service International,SSD,,,
SSE,Servicios Aéreos Sunset,SSE,,,
SSF,Severstal,SSF,D2,,
SSG,Slovak Government Flying Service,SSG,,,
SSH,Heritage Flight (Valley Air Services),SSH,,,
SSI,Vision Airlines,SSI,,,
SSJ,KrasAvia,SSJ,KI,,
SSK,Skystar International,SSK,,,
SSL,Air Sultan,SSL,,,
SSN,Airquarius Air Charter,SSN,,,
SSO,Special Scope Limited,SSO,,,
SSP,Starspeed,SSP,,,
SSQ,Sunstate Airlines,SSQ,QF,,
SSS,SAESA,SSS,,,
SST,Sunwest Airlines,SST,,,
SSU,SASCA,SSU,,,
SSV,Anda Air,SSV,5G,,
SSW,Streamline Aviation,SSW,,,
SSX,Lynx Aviation,SSX,L4,,
SSY,Sky Aviation,SSY,,,
SSZ,Specsavers Aviation,SSZ,,.*,
STA,Star Aviation,STA,,,
STB,Status-Alpha Airline,STB,,,
STC,Stadium City Limited,STC,,,
STD,Servicios De Aerotransportacion De Aguascalientes,STD,,,
STE,Semitool Europe,STE,,,
STF,SFT-Sudanese Flight,STF,,,
STG,"Sedalia, Marshall, Boonville Stage Line",STG,,,
STH,South-Airlines,STH,,,
STI,Sontair,STI,,,
STJ,Sella Aviation,STJ,,,
STK,Stobart Air,STK,RE,,
STL,Stapleford Flight Centre,STL,,,
STN,RAF St Athan,STN,,,
STO,Streamline Ops,STO,,,
STP,STP Airways,STP,8F,,
STQ,Star Air,STQ,,,
STR,Red Star,STR,,,
STT,Air St. Thomas,STT,,,
STU,Star African Air,STU,,,
STV,Southern Aviation,STV,,,
STW,Southwind,STW,2S,,
STX,Stars Away Aviation,STX,,,
STY,Styrian Airways,STY,,,
SUA,Silesia Air,SUA,,,
SUB,Suburban Air Freight,SUB,,,
SUD,Sudan Airways,SUD,SD,,
SUE,Aerolíneas Del Sureste,SUE,,,
SUF,Sun Air (Fiji),SUF,PI,,
SUG,Sunu Air,SUG,,,
SUH,Sun Light,SUH,,,
SUI,Swiss Air Force,SUI,,,
SUK,Superior Aviation Services,SUK,,,
SUM,State Unitary Air Enterprise,SUM,,,
SUN,Antillana De Navegación Aérea,SUN,,,
SUO,Aeroservicios De San Luis,SUO,,,
SUP,Aerosuper,SUP,,,
SUR,Sun Air,SUR,,,
SUS,Sun Air of Scandinavia,SUS,EZ,,
SUT,Sistemas Aeronauuticos 2000,SUT,,,
SUU,Star West Aviation,SUU,,,
SUV,Sundance Air,SUV,,,
SUW,Astair,SUW,8D,,
SUY,Aerial Surveys (1980) Limited,SUY,,,
SVA,Saudia,SVA,SV,,
SVB,Siavia,SVB,,,
SVD,St. Vincent Grenadines Air (1990),SVD,,,
SVE,Aero Servicios Expecializados,SVE,,,
SVF,Swedish Armed Forces,SVF,,,
SVH,Sterling Helicopters,SVH,,,
SVI,Servicios De Transporte Aéreo,SVI,,,
SVK,Air Slovakia,SVK,GM,,
SVL,Sevastopol-Avia,SVL,,,
SVM,Aeroservicios Monterrey,SVM,,,
SVN,Savanair (Angola),SVN,,,
SVO,Servicios Aeronáuticos De Oriente,SVO,,,
SVR,Ural Airlines,SVR,U6,,
SVS,SAS Link,SVS,,,
SVT,Seven Four Eight Air Services,SVT,,,
SVW,Global Jet Luxembourg,SVW,,,.*
SVX,Security Aviation,SVX,,,
SVY,Cooper Aerial Surveys,SVY,,,
SWA,Southwest Airlines,SWA,WN,,
SWB,Swissboogie Parapro,SWB,,,
SWC,South West Air,SWC,,,
SWD,Southern Winds Airlines,SWD,A4,,
SWE,Svenskt Ambulansflyg,SWE,,,
SWF,Galair International,SWF,,,
SWG,Sunwing Airlines,SWG,WG,,9\d\d\d
SWH,Adler Aviation,SWH,,,
SWI,Sunworld Airlines,SWI,,,
SWJ,Stateswest Airlines,SWJ,,,
SWK,General Aerospace,SWK,,,
SWL,Trans Jet Airways,SWL,,,
SWM,Sky Angkor Airlines,SWM,ZA,,
SWN,West Atlantic,SWN,,,
SWO,Surinam International Victory Airline,SWO,,,
SWP,Star Work Sky,SWP,,,
SWQ,iAero Airways,SWQ,WQ,,
SWR,Swiss,SWR,LX,,
SWS,Sunwest Aviation (Lindquist Investment),SWS,,,
SWT,Swiftair,SWT,WT,,
SWU,SkyAlps,SWU,BQ,,
SWV,Swe Fly,SWV,WV,,
SWW,Swiss Private Jet,SWW,,,.*
SWX,Swazi Express Airways,SWX,,,
SWY,Sky Jet,SWY,,,
SWZ,Skywise,SWZ,S8,,
SXA,Southern Cross Aviation,SXA,,,
SXC,Sky Exec Aviation Services,SXC,,,
SXD,SunExpress Germany,SXD,XG,,
SXE,Southeast Express Airlines,SXE,,,
SXI,Southern Cross International,SXI,,.*,
SXM,Servicios Aéreos Especializados Mexicanos,SXM,,,
SXN,SaxonAir,SXN,,,.*
SXS,SunExpress,SXS,XQ,,
SXT,Servicios De Taxi Aéreo,SXT,,,
SXX,Satellite Aero,SXX,,,
SXY,Safari Express Cargo,SXY,,,
SYA,Skyways,SYA,,,
SYB,Skyservice Business Aviation,SYB,,,.*
SYC,Systec 2000,SYC,,,
SYE,Sheba Aviation,SYE,,,
SYF,Sky One Express Airlines,SYF,,,
SYG,Synergy Aviation,SYG,,,.*
SYH,Sky Handling,SYH,,,
SYI,Sonalysts,SYI,,,
SYJ,Slate Falls Airways,SYJ,,,
SYK,Satsair,SYK,,,
SYL,Aircompany Yakutia,SYL,R3,,
SYN,Syncrude Canada,SYN,,,
SYR,Syrian Arab Airlines,SYR,RB,,
SYS,Shawbury Flying Training Unit,SYS,,,
SYT,Aerosud Aviation,SYT,,,
SYV,Special Aviation Systems,SYV,,,
SYX,Skywalk Airlines,SYX,AL,,
SYY,South African Historic Flight,SYY,,,
SZA,Astro Air,SZA,,,.*
SZB,Samoa Air,SZB,,,
SZJ,Spring Jet,SZJ,,,.*
SZN,Air Senegal,SZN,HC,,
SZS,SAS Connect,SZS,SL,,
SZT,Servicios Aeronáuticos Z,SZT,,,
TAA,Aeroservicios de La Costa,TAA,,,
TAC,Turbot Air Cargo,TAC,,,
TAD,Transporte Aéreo Dominicano,TAD,,,
TAE,TAME,TAE,EQ,,
TAG,TAG Aviation USA,TAG,,,
TAH,Air Anka,TAH,TZ,,
TAI,Avianca El Salvador,TAI,TA,99\d\d,
TAJ,Tunisavia,TAJ,,,
TAK,Tatarstan Airlines,TAK,U9,,
TAL,Talair,TAL,,,
TAM,TAM Brazilian Airlines,TAM,JJ,,
TAN,Zanair,TAN,,,
TAO,Aeromar,TAO,VW,,
TAP,TAP Portugal,TAP,TP,,
TAR,Tunisair,TAR,TU,,
TAS,Lotus Air,TAS,,,
TAT,Grupo TACA,TAT,,,
TAU,Transportes Aéreos Tauro,TAU,,,
TAV,Compañía de Servicios Aéreos Tavisa,TAV,,,
TAX,Thai AirAsia X,TAX,XJ,,
TAY,ASL Airlines Belgium,TAY,3V,^...P$,
TBA,Tibet Airlines,TBA,TV,,
TBC,Tbilisi Airways,TBC,TD,,
TBD,Thunderbird Tours,TBD,,,
TBG,Tropical Airways,TBG,M7,,
TBH,Trinity Air Bahamas,TBH,,,
TBI,TAB Express International,TBI,,,
TBJ,TAG Aviation Asia,TBJ,,,
TBL,Aerotrebol,TBL,,,
TBM,Taban Air Lines,TBM,,,
TBN,Taban Airlines,TBN,HH,,
TBO,Aero Taxi de Los Cabos,TBO,,,
TBR,Tubelair,TBR,,,
TBS,Servicios Aéreos Tribasa,TBS,,,
TBX,Tobago Express,TBX,,,
TBZ,ATA Airlines,TBZ,I3,,
TCA,Tropican Air Services,TCA,,,
TCB,Transporte del Caribe,TCB,,,
TCC,Trans Continental Airlines,TCC,,,
TCD,Tchad Airlines,TCD,,,
TCE,Trans-Colorado Airlines,TCE,,,
TCF,Shuttle America,TCF,S5,,
TCG,Thai Air Cargo,TCG,T2,,
TCH,Transcontinental Air,TCH,,,
TCI,Amber Aviation,TCI,,,
TCL,Coastal Air Transport,TCL,,,
TCM,Teledyne Continental Motors,TCM,,,
TCN,Trans Continental Airlines,TCN,,,
TCO,Aerotranscolombina de Carga,TCO,,,
TCP,Transcorp Airways,TCP,,,
TCR,Lanaes Aereas Trans Costa Rica,TCR,,,
TCT,Transcontinental Sur,TCT,,,
TCU,Transglobal Airways Corporation,TCU,,,
TCV,TACV,TCV,VR,,
TCW,VLM Airlines,TCW,VO,,
TCY,Twin Cities Air Service,TCY,,,
TDB,Welch Aviation,TDB,,,
TDC,Tadair,TDC,,,
TDE,Tellavia / Flight One,TDE,,,
TDG,Air Cargo Express,TDG,,,
TDI,Transportes Aéreos de Ixtlán,TDI,,,
TDM,Tandem Aero,TDM,TQ,,
TDO,TRADO,TDO,,,
TDR,Trade Air,TDR,C3,,
TDS,Tsaradia,TDS,TZ,,
TDT,Atlas Helicopters,TDT,,,
TDV,Taxi Aero Nacional Del Evora,TDV,,,
TDX,Tradewinds Airlines,TDX,,,
TDY,Air Today,TDY,,,
TEA,Executive Turbine Aviation,TEA,,,
TEB,Tenir Airlines,TEB,,,
TEC,ADI Shuttle Group,TEC,,,
TED,Aero Servicios Azteca,TED,,,
TEE,West Freugh DTEO,TEE,,,
TEF,Tecnicas Fotograficas,TEF,,,
TEH,Tempelhof Airways,TEH,,,
TEJ,Aero Jet,TEJ,,,
TEL,Telford Aviation,TEL,,,
TEM,Tech-Mont Helicopter Company,TEM,,,
TEN,Tennessee Airways,TEN,,,
TEP,Transeuropean Airlines,TEP,UE,,
TER,Territorial Airlines,TER,,,
TES,TAES Transportes Aéreos de El Salvador,TES,,,
TET,Tepavia-Trans Airlines,TET,,,
TEU,TAG Aviation Malta,TEU,,,
TEX,Catex,TEX,,,
TEZ,Tez Jet Airlines,TEZ,,,
TFA,Trans-Florida Airlines,TFA,,,
TFB,Tair Airways,TFB,,,
TFF,Talon Air,TFF,,,
TFG,MAS Airways,TFG,,,
TFH,Thai Flying Helicopter Service,TFH,,,
TFI,Transport Facilitators,TFI,,,
TFK,Transafrik International,TFK,,,
TFL,TUI fly Netherlands,TFL,OR,,
TFN,Norwegian Aviation College,TFN,,,
TFO,Transportes Aéreos del Pacífico,TFO,,,
TFR,Toll Aviation,TFR,,,
TFT,Thai Flying Service,TFT,,,
TFU,213 Flight Unit,TFU,,,
TFX,Toll Aviation,TFX,,,
TFY,Tayside Aviation,TFY,,,
TGC,TG Aviation,TGC,,,
TGE,Trabajos Aéreos,TGE,,,
TGG,Tigerair Australia,TGG,TT,,
TGI,Transportes Aéreos Regionales,TGI,,,
TGM,TAG Aviation Espana,TGM,,,
TGN,Trigana Air Service,TGN,,,
TGO,Transport Canada,TGO,,,
TGT,SAAB Nyge Aero,TGT,,,
TGU,Transportes Aéreos Guatemaltecos,TGU,5U,,
TGW,Scoot,TGW,TR,,
TGX,Transair Gabon,TGX,,,
TGY,Trans Guyana Airways,TGY,,,
TGZ,Georgian Airways,TGZ,A9,,
THA,Thai Airways International,THA,TG,,
THB,Spark Air,THB,,,
THC,Tar Heel Aviation,THC,,,
THD,Thai Smile,THD,WE,,
THE,Toumai Air Tchad,THE,,,
THF,Touraine Helicoptere,THF,,,
THG,Thai Global Airline,THG,,,
THJ,Thai Jet Intergroup,THJ,,,
THK,Turk Hava Kurumu Hava Taksi Isletmesi,THK,,,
THM,Airmark Aviation,THM,,,
THN,International Security Assistance Force,THN,,,
THO,TACA De Honduras,THO,,,
THR,Tehran Airline,THR,,,
THT,Air Tahiti Nui,THT,TN,,
THU,Thunder Airlines,THU,,,
THY,Turkish Airlines,THY,TK,,
THZ,Trans Helicoptere Service,THZ,,,
TIA,Trans International Airlines,TIA,,,
TIB,TRIP Linhas Aéreas,TIB,T4,,
TIC,Travel International Air Charters,TIC,,,
TID,Air Tindi,TID,8T,,
TIE,Time Air,TIE,,,
TIH,S C Ion Tiriac,TIH,,,
TIK,Tic Air,TIK,,,
TIL,Tajikistan International Airlines,TIL,,,
TIM,TEAM Linhas Aéreas,TIM,,,
TIN,Taino Tours,TIN,,,
TIP,C and M Aviation,TIP,,,
TIR,Antair,TIR,,,
TIS,Tesis,TIS,,,
TIW,Transcarga Intl Airways,TIW,,,
TJB,Tayran Jet,TJB,,,
TJJ,GullivAir,TJJ,G2,,
TJK,Tajikair,TJK,,,
TJN,Tien-Shan,TJN,,,
TJS,Tyrolean Jet Services,TJS,,,
TJT,Twin Jet,TJT,T7,,
TKC,Tikal Jets Airlines,TKC,,,
TKE,Take Air Line,TKE,,,
TKJ,Tarkim Aviation,TKJ,,,
TKR,Canadian Interagency Forest Fire Centre,TKR,,,
TKX,Tropical International Airways,TKX,,,
TLA,Translift Airways,TLA,,,
TLB,Atlantique Air Assistance,TLB,,,
TLC,Caribbean Express,TLC,,,
TLD,Aereo Taxi Autlan,TLD,,,
TLE,Aero Util,TLE,,,
TLF,Transport Africa,TLF,,,
TLK,Starlink Aviation,TLK,Q4,,
TLL,Trans Atlantic Airlines,TLL,,,
TLM,Thai Lion Air,TLM,SL,,
TLO,Eagle Canyon Airlines,TLO,,,
TLP,Tulip Air,TLP,TD,,
TLR,Air Libya,TLR,7I,,
TLS,TLC Air,TLS,,,
TLT,Turtle Airways,TLT,,,
TLU,Aero Toluca Internactional,TLU,,,
TLV,Travelair,TLV,,,
TLW,Teamline Air,TLW,L9,,
TLX,Telesis Transair,TLX,,,
TLY,Top-Fly,TLY,,,
TMA,Trans Mediterranean Airlines,TMA,TL,,
TMC,Travel Management Company,TMC,,,
TMD,Transmed Airlines,TMD,,,
TME,Aero Taxi del Centro de Mexico,TME,,,
TMG,Tri-MG Intra Asia Airlines,TMG,GY,,
TMH,Taxis Turisticos Marakame,TMH,,,
TMI,Tamir Airways,TMI,,,
TMK,Tomahawk Airways,TMK,,,
TML,Transports et Travaux Aériens de Madagascar,TML,OF,,
TMM,TMC Airlines,TMM,,,
TMN,Tasman Cargo Airlines,TMN,HJ,,
TMP,Arizona Express Airlines,TMP,,,
TMQ,TRAM,TMQ,,,
TMR,Timberline Air,TMR,,,
TMS,Temsco Helicopters,TMS,,,
TMT,Titan Airways Malta,TMT,TM,,
TMX,Tramon Air,TMX,,,
TMY,Transportes Aéreos del Mundo Maya,TMY,,,
TMZ,Transporte Amazonair,TMZ,,,
TNB,Trans Air-Benin,TNB,,,
TNC,National Aviation Consultants,TNC,,,
TND,Aero Taxis Cessna,TND,,,
TNE,Taxis Aéreos del Noroeste,TNE,,,
TNF,Transafricaine,TNF,,,
TNG,Tennessee Air National Guard 164th Airlift Group,TNG,,,
TNI,Transair International Linhas Aéreas,TNI,,,
TNL,Tengeriyn Ulaach Shine,TNL,,,
TNO,Aerotransporte de Carga Union,TNO,,,
TNP,Transped Aviation,TNP,,,
TNR,Tanana Air Services,TNR,,,
TNT,Trans North Turbo Air,TNT,,,
TNU,TransNusa,TNU,8B,,
TNV,Transnorthern,TNV,,,
TNW,Trans Nation Airways,TNW,,,
TNX,Trener Ltd,TNX,,,
TNY,Twin Town Leasing Company,TNY,,,
TNZ,Texel Air Australasia,TNZ,,,
TOB,Tobruk Air,TOB,7T,,
TOC,Aerotropical,TOC,,,
TOF,RAF Topcliffe Flying Training Unit,TOF,,,
TOH,Air Tomisko,TOH,,,
TOJ,TOJ Airlines,TOJ,,,
TOK,Airlines PNG,TOK,CG,,
TOL,Tol-Air Services,TOL,TI,,
TOM,TUI Airways,TOM,BY,9\d\d\d,
TON,Aero Tonala,TON,,,
TOP,Top Air,TOP,,,
TOR,Toronto Airways,TOR,,,
TOS,Tropic Air,TOS,PM,,
TOT,Totavia,TOT,,,
TOW,Air Tanker Services,TOW,9L,,.*
TOX,Neosiam Airways,TOX,,,
TOY,Toyo Aviation,TOY,,,.*
TPA,TAMPA,TPA,QT,,
TPB,Aero Tropical,TPB,,,
TPC,Air Calédonie,TPC,TY,,
TPD,Top Speed,TPD,,,
TPF,Taxis Aéreos del Pacífico,TPF,,,
TPG,Transportes Aéreos Pegaso,TPG,,,
TPK,Air Horizon,TPK,,,
TPL,TAR Interpilot,TPL,,,
TPM,Transpaís Aéreo,TPM,,,
TPN,Transportación Aérea del Norte,TPN,,,
TPO,Aero Taxi del Potosi,TPO,,,
TPP,Transpac Express,TPP,,,
TPR,Taxis Aéreos De Parral,TPR,,,
TPS,TAPSA Transportes Aéreos Petroleros,TPS,,,
TPT,Transportes Aéreo del Sureste,TPT,,,
TPU,Taca Perú (Avianca),TPU,T0,,
TPV,Thai Pacific Airlines Business,TPV,,,
TPX,Transportes Aéreos De Xalapa,TPX,,,
TPY,Trans-Provincial Airlines,TPY,,,
TPZ,Transportes La Paz,TPZ,,,
TQF,United Kingdom Royal VIP Flights,TQF,,,
TQM,JM Family Aviation,TQM,,,
TQN,Taquan Air Services,TQN,,,
TQQ,Tarco Aviation,TQQ,3T,,
TQR,Transportación Aérea De Querétaro,TQR,,,
TQS,Aeroturquesa,TQS,,,
TRA,Transavia,TRA,HV,,
TRB,Ukraine Transavia,TRB,,,
TRC,Trans Air Charter,TRC,,,
TRD,Trans Island Air,TRD,,,
TRF,Taxi Air Fret,TRF,,,
TRG,TRAGSA (Medios Aéreos),TRG,,,
TRH,Airmark Aviation,TRH,,,
TRI,Executive Flight Operations Ontario Government,TRI,,,
TRJ,Trans Euro Air,TRJ,,,
TRK,Turkish Airlines General Aviation,TRK,,,.*
TRL,Starlite Aviation,TRL,,,
TRM,Transport Aerien de Mauritanie,TRM,,,
TRN,Servicios Aéreos Corporativos,TRN,,,
TRO,Tropic Airlines-Air Molokai,TRO,,,
TRP,Maryland State Police,TRP,,,
TRQ,Turdus Airways,TRQ,,,
TRR,Tramson Limited,TRR,,,
TRS,AirTran Airways,TRS,FL,,
TRT,Trans Arabian Air Transport,TRT,,,
TRU,Triangle Airline (Uganda),TRU,,,
TRW,Transwestern Airlines of Utah,TRW,,,
TRY,Tristar Airlines,TRY,,,
TSA,Transair France,TSA,,,
TSC,Air Transat,TSC,TS,,
TSD,TAF-Linhas Aéreas,TSD,,,
TSG,Trans-Air-Congo,TSG,,,
TSH,Regional 1,TSH,,,
TSI,Transport'air,TSI,,,
TSJ,Trast Aero,TSJ,S5,,
TSK,Trast Aero,TSK,,,
TSL,Thai Aviation Services,TSL,,,
TSM,Trans Sayegh Airport Services,TSM,,,
TSN,Trans-Air Services,TSN,,,
TSO,Transaero Airlines,TSO,UN,,
TSP,Transportes Aéreos Inter,TSP,,,
TSQ,airtransse,TSQ,,,
TSR,Trans Service Airlift,TSR,,,
TSS,Tri-State Aero,TSS,,,
TST,TRAST,TST,,,
TSU,Gulf &amp; Caribbean Cargo / Contract Air Cargo,TSU,,,
TSV,Tropair Airservices,TSV,,,
TSW,Transwings,TSW,,,
TSX,Thai Star Airlines,TSX,T9,,
TSY,Tristar Air,TSY,,,
TTA,TTA - Sociedade de Transporte e Trabalho Aéreo,TTA,,,
TTB,Aerolíneas Turísticas del Caribe,TTB,,,
TTC,Transteco,TTC,,,
TTE,Avcenter,TTE,,,
TTF,224th Flight Unit,TTF,,,
TTH,Tarhan Tower Airlines,TTH,,,
TTL,Total Linhas Aéreas,TTL,,,
TTM,Societe Tout Transport Mauritanien,TTM,,,
TTN,Absolute Flight Services,TTN,,,
TTP,Triple O Aviation,TTP,,,
TTR,Transportaciones Y Servicios Aéreos,TTR,,,
TTS,Transporte Aéreo Técnico Ejecutivo,TTS,,,
TTW,Tigerair Taiwan,TTW,IT,,
TUA,Turkmenistan Airlines,TUA,T5,,
TUC,Turismo Aéreo de Chile,TUC,,,
TUD,Flight Alaska,TUD,,,
TUI,TUIfly,TUI,X3,,
TUK,Ocean Wings Commuter Service,TUK,,,
TUL,Tulpar Air,TUL,,,
TUM,Tyumenspecavia,TUM,,,
TUO,Taxi Aéreo Turístico,TUO,,,
TUP,Aviastar-Tu,TUP,,,
TUR,ATUR,TUR,,,
